updatedAt,content,createdAt,entities,geo,id,language,license,lifespan,publishedAt,remoteID,source,summary,tags,updatedAt,adminArea1,adminArea3,adminArea4,adminArea5,formattedAddress,postalCode,streetAddress,addressComponents,coords,latitude,longitude,tag1,tag2,tag3,lang
2014-05-09 19:07:49.100434,The first smart city?,2014-05-04T04:50:08.701937,,"{'addressComponents': {'adminArea3': 'ON', 'adminArea1': 'Canada', 'adminArea4': 'Toronto', 'adminArea5': 'Toronto', 'streetAddress': '401 Richmond St W', 'postalCode': 'M5V 1X3', 'formattedAddress': '401 Richmond St W, Toronto, ON M5V 1X3, Canada'}, 'coords': [-79.394485, 43.647686]}",DOveo9oaQ0inS0ZYvChcwA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-08T18:59:00.000Z,24670-122,ushahidi,Ontario Place Revisited,"[{'name': 'Cognitive Buildings', 'confidence': 1}]",2014-05-09 19:07:49.100434,Canada,ON,Toronto,Toronto,"401 Richmond St W, Toronto, ON M5V 1X3, Canada",M5V 1X3,401 Richmond St W,"{'adminArea3': 'ON', 'adminArea1': 'Canada', 'adminArea4': 'Toronto', 'adminArea5': 'Toronto', 'streetAddress': '401 Richmond St W', 'postalCode': 'M5V 1X3', 'formattedAddress': '401 Richmond St W, Toronto, ON M5V 1X3, Canada'}","[-79.394485, 43.647686]",43.647686,-79.394485,Cognitive Buildings,,,en
2014-05-09 19:28:44.724287,"Tahrir² is all about helping young entrepreneurs to get their startups in real business world.  we offer funding, mentor-ship , co-working area and productive atmosphere . We believe that everything is possible when brilliant minds are gathered in one place. Pushing up the economy by encouraging young talents is our main purpose,  moving these talents from startup stage to professional stage is our profit and seeing our country’s development is our joy. Simply we believe in our youth.Our cycle starts by submitting your ideas to us, just fill in the form. We then contact you and start working with you to assess the idea and help you in completing it and building a good business model around it. Once your idea is mature and ready, you pitch it to us in our deal review. In case we like your idea, and more importantly, we believe that “YOU” can pull it up, we will give you an offer and start working together. In this process we focus more on helping the entrepreneur to build a solid business model. It does not matter weather we invest in you or not, we try to help entrepreneurs and mentor them through this process.. in all cases you win.",2014-05-04T05:26:39.482206,,"{'addressComponents': {'adminArea3': 'Alexandria', 'streetAddress': 'Ahmad Zubal Square', 'adminArea1': 'Egypt', 'formattedAddress': 'Ahmad Zubal Square, Alexandria, Alexandria, Egypt', 'adminArea5': 'Alexandria'}, 'coords': [29.918739, 31.200092]}",W5hri6yKSyiw5omKeVPmGw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-08T13:56:00.000Z,32383-76,ushahidi,Tahrir Square,"[{'name': 'Technology Hubs', 'confidence': 1}, {'name': 'Business Incubators', 'confidence': 1}]",2014-05-09 19:28:44.724287,Egypt,Alexandria,,Alexandria,"Ahmad Zubal Square, Alexandria, Alexandria, Egypt",,Ahmad Zubal Square,"{'adminArea3': 'Alexandria', 'streetAddress': 'Ahmad Zubal Square', 'adminArea1': 'Egypt', 'formattedAddress': 'Ahmad Zubal Square, Alexandria, Alexandria, Egypt', 'adminArea5': 'Alexandria'}","[29.918739, 31.200092]",31.200092,29.918739,Technology Hubs,Business Incubators,,en
2014-05-09 19:28:45.403709,"PlugandPlay is a place where entrepreneurs can find mentorship, funding, and support; where investors can tap into a pre-selected pool of promising companies; and where MENA’s leading corporations can play an active role in identifying and accelerating the most promising partnership opportunities",2014-05-04T05:26:40.636608,,"{'addressComponents': {'adminArea3': 'Cairo', 'streetAddress': 'El Tahrir Square', 'adminArea1': 'Egypt', 'formattedAddress': 'El Tahrir Square, Cairo, Cairo, Egypt', 'adminArea5': 'Cairo'}, 'coords': [31.235712, 30.04442]}",_SjA5wqzTnek_g7ep7NHag,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-08T13:31:00.000Z,32383-75,ushahidi,PlugandPlayEgypt,"[{'name': 'Technology Hubs', 'confidence': 1}, {'name': 'Business Incubators', 'confidence': 1}]",2014-05-09 19:28:45.403709,Egypt,Cairo,,Cairo,"El Tahrir Square, Cairo, Cairo, Egypt",,El Tahrir Square,"{'adminArea3': 'Cairo', 'streetAddress': 'El Tahrir Square', 'adminArea1': 'Egypt', 'formattedAddress': 'El Tahrir Square, Cairo, Cairo, Egypt', 'adminArea5': 'Cairo'}","[31.235712, 30.04442]",30.04442,31.235712,Technology Hubs,Business Incubators,,en
2014-05-09 19:07:29.709219,"The country's government says it can't afford to keep up with increasing electricity demand, as more and more people crowd into urban centers. But discontent over blackouts has some workers agitating for a return to military rule.

In India last week, surprise grid failures plunged more than half the country into darkness. But power outages in neighboring Pakistan have been intentional — the result of summertime energy rationing.

Despite billions of dollars in U.S. aid, Pakistan has been unable to keep the lights on. Now the situation is getting worse, with riots erupting over factories forced offline.",2014-05-04T04:46:15.723869,,"{'addressComponents': {'adminArea1': 'Pakistan', 'formattedAddress': 'Pakistan'}, 'coords': [69.345116, 30.375321]}",zAO6tuPdQFeQelm-CmUwmg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-08T05:26:00.000Z,15974-980,ushahidi,Pakistan Blackouts Power Frustration At Government,"[{'name': 'Energy Crisis', 'confidence': 1}, {'name': 'Social Consequences', 'confidence': 1}]",2014-05-09 19:07:29.709219,Pakistan,,,,Pakistan,,,"{'adminArea1': 'Pakistan', 'formattedAddress': 'Pakistan'}","[69.345116, 30.375321]",30.375321,69.345116,Energy Crisis,Social Consequences,,en
2014-05-09 19:07:29.542730,"Oil prices jumped to a 12-week peak on Tuesday as falling North Sea output, support for more bond buying by the U.S. Federal Reserve and Middle East tensions lifted crude futures to a third straight higher settlement.

Posting their highest settlements since May 15, Brent, U.S. crude and refined products futures moved above key moving averages to add technical support to the day's bullish sentiment.

The second hurricane of the Atlantic storm season threatened Mexico and a fire damaged California's second-largest refinery, lending more support to oil futures.

""The news about the record low North Sea loadings got Brent going early and it has lifted everything else,"" said John Kilduff, partner at Again Capital LLC in New York.",2014-05-04T04:46:19.177844,,"{'addressComponents': {'formattedAddress': 'North Sea'}, 'coords': [3.515625, 56.511018]}",Htf68m2SSfuI06_-uvP3YA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-08T01:59:00.000Z,15974-979,ushahidi,"Oil at 12-wk high on North Sea output drop, stimulus hope","[{'name': 'Crude Oil', 'confidence': 1}]",2014-05-09 19:07:29.542730,,,,,North Sea,,,{'formattedAddress': 'North Sea'},"[3.515625, 56.511018]",56.511018,3.515625,Crude Oil,,,en
2014-05-09 19:07:28.806272,"South Korea's state-run electricity distributor issued a power shortage alert Tuesday due to a surge in electricity consumption caused by high temperatures, the second such move in as many days.

   The Korea Power Exchange issued an initial warning at 11:20 a.m. after the country's electricity reserve dropped to below 4 million kilowatts.

   The company later upgraded the warning to its third-highest level of ""attention,"" which is triggered when the reserve level drops to between 2 million and 3 million kilowatts. The second-highest warning of ""caution"" is issued when the reserve falls to less than 2 million kilowatts.

   If the electricity reserve runs out, it may cause a nationwide blackout, which could take weeks or months to repair, according to the Ministry of Knowledge Economy that handles the country's energy affairs.",2014-05-04T04:46:23.125717,,"{'addressComponents': {'adminArea3': 'North Jeolla', 'streetAddress': '808-2', 'adminArea1': 'South Korea', 'formattedAddress': '전라북도 무주군 설천면 삼공리 808-2', 'adminArea5': '무주군'}, 'coords': [127.766922, 35.907757]}",6dARHnQAS6a-JIr9C9JAwQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-07T06:47:00.000Z,15974-978,ushahidi,S. Korea issues power shortage alert,"[{'name': 'Loadshedding', 'confidence': 1}]",2014-05-09 19:07:28.806272,South Korea,North Jeolla,,무주군,전라북도 무주군 설천면 삼공리 808-2,,808-2,"{'adminArea3': 'North Jeolla', 'streetAddress': '808-2', 'adminArea1': 'South Korea', 'formattedAddress': '전라북도 무주군 설천면 삼공리 808-2', 'adminArea5': '무주군'}","[127.766922, 35.907757]",35.907757,127.766922,Loadshedding,,,en
2014-05-09 19:28:38.140101,"In an August 6, 2012, Daily Beast article, General Anwar Saadeddine, who recently defected from the Syrian army, is interviewed about Manaf Tlass, a former Syrian brigadier general. According to Saadeddine, Tlass failed to stop a protest in Douma, near Damascus, in late June 2012, and he was subsequently dismissed from his position. Tlass' assistant was promoted and became responsible for suppressing the uprising; he allegedly did so with extreme violence: “200 people were killed, and about 20 to 25 women were raped in front of their families,” said Saadeddine.    

The dates of the reported rapes are unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers, and aid workers, Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:25:35.642720,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Dūmā, Syria', 'adminArea5': 'Dūmā'}, 'coords': [36.401811, 33.572264]}",oXGBxC4JTO-UbkZlQ2Zypw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-06T18:56:00.000Z,34369-111,ushahidi,Former Syrian army officer says 25 women raped in Douma,"[{'name': '3GF. Forced vaginal, anal, or oral entry (by government forces)', 'confidence': 1}]",2014-05-09 19:28:38.140101,Syria,,,Dūmā,"Dūmā, Syria",,,"{'adminArea1': 'Syria', 'formattedAddress': 'Dūmā, Syria', 'adminArea5': 'Dūmā'}","[36.401811, 33.572264]",33.572264,36.401811,"3GF. Forced vaginal, anal, or oral entry (by government forces)",,,en
2014-05-09 19:28:46.468156,The Innovation center,2014-05-04T05:26:49.758165,,"{'addressComponents': {'adminArea1': 'Togo', 'formattedAddress': 'Togo'}, 'coords': [1.197873, 6.185357]}",4-dBCxFQRP6FVoBrGc2xHg,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-06T13:50:00.000Z,32383-74,ushahidi,The Lab's,"[{'name': 'Technology Hubs', 'confidence': 1}, {'name': 'Business Incubators', 'confidence': 1}, {'name': 'HackerSpaces', 'confidence': 1}, {'name': 'University Tech Labs', 'confidence': 1}]",2014-05-09 19:28:46.468156,Togo,,,,Togo,,,"{'adminArea1': 'Togo', 'formattedAddress': 'Togo'}","[1.197873, 6.185357]",6.185357,1.197873,Technology Hubs,Business Incubators,HackerSpaces,en
2014-05-09 19:31:31.497063,"I got a rash (redness, itching) on full body after spending 3 hours at the beach in the morning from 8 to 11 am. I went swimming 15 minutes.",2014-05-04T06:02:40.555660,,"{'addressComponents': {'adminArea3': 'PACA', 'adminArea1': 'France', 'adminArea4': 'Bouches-du-Rhône', 'adminArea5': 'Cassis', 'streetAddress': 'Rue Frédéric Mistral', 'postalCode': '13260', 'formattedAddress': 'Rue Frédéric Mistral, 13260 Cassis'}, 'coords': [5.53712, 43.215134]}",wAHKvwl9TdKXzFXz5lULTA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-06T11:00:00.000Z,41134-103,ushahidi,skin infection / important rash - eczéma after swimming,"[{'name': 'Illness / Enfermedad', 'confidence': 1}]",2014-05-09 19:31:31.497063,France,PACA,Bouches-du-Rhône,Cassis,"Rue Frédéric Mistral, 13260 Cassis",13260,Rue Frédéric Mistral,"{'adminArea3': 'PACA', 'adminArea1': 'France', 'adminArea4': 'Bouches-du-Rhône', 'adminArea5': 'Cassis', 'streetAddress': 'Rue Frédéric Mistral', 'postalCode': '13260', 'formattedAddress': 'Rue Frédéric Mistral, 13260 Cassis'}","[5.53712, 43.215134]",43.215134,5.53712,Illness / Enfermedad,,,en
2014-05-09 19:28:28.345577,"Is mint a vegetable? A fruit? Given the choices, I will go with vegetable!",2014-05-04T05:23:50.489431,,"{'addressComponents': {'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'San Francisco Co.', 'adminArea5': 'San Francisco', 'streetAddress': '2230 Clement St', 'postalCode': '94121', 'formattedAddress': '2230 Clement St, San Francisco, CA 94121'}, 'coords': [-122.483067, 37.782153]}",ZCkXEDk9QNyZhGj9ILHLLw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-04T13:35:00.000Z,26210-457,ushahidi,Mint,"[{'name': 'Cost of Vegetables', 'confidence': 1}]",2014-05-09 19:28:28.345577,United States,CA,San Francisco Co.,San Francisco,"2230 Clement St, San Francisco, CA 94121",94121,2230 Clement St,"{'adminArea3': 'CA', 'adminArea1': 'United States', 'adminArea4': 'San Francisco Co.', 'adminArea5': 'San Francisco', 'streetAddress': '2230 Clement St', 'postalCode': '94121', 'formattedAddress': '2230 Clement St, San Francisco, CA 94121'}","[-122.483067, 37.782153]",37.782153,-122.483067,Cost of Vegetables,,,en
2014-05-09 19:07:29.364808,"The lights are back on in India, just in time for citizens to read dire predictions about how much worse the country’s power crisis may soon become.

Monsoon rains have been well below average so far this year. This means power-hungry northern states are generating less hydroelectric power than usual, even as their demand rises. The lack of rain keeps temperatures high and air conditioners running, while farmers are forced to do more electrically powered agricultural irrigation. Supply is dwindling even as demand swells steadily up.",2014-05-04T04:46:13.458415,,"{'addressComponents': {'adminArea3': 'Maharashtra', 'adminArea1': 'India', 'adminArea4': 'Wardha', 'formattedAddress': 'Samudrapur, MH, India', 'adminArea5': 'Samudrapur'}, 'coords': [78.96288, 20.593684]}",Jej7k-vlQHu_sgfvqzpnPw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-04T04:28:00.000Z,15974-977,ushahidi,"The lights are back on in India, but the future is dim","[{'name': 'Energy Crisis', 'confidence': 1}]",2014-05-09 19:07:29.364808,India,Maharashtra,Wardha,Samudrapur,"Samudrapur, MH, India",,,"{'adminArea3': 'Maharashtra', 'adminArea1': 'India', 'adminArea4': 'Wardha', 'formattedAddress': 'Samudrapur, MH, India', 'adminArea5': 'Samudrapur'}","[78.96288, 20.593684]",20.593684,78.96288,Energy Crisis,,,en
2014-05-09 19:28:36.582376,"We received the following report on October 8 to the crowdmap. A follow-up conversation with Khalilah Sabra, who signed the report, revealed that she and three other women accompanied a group of women and girls across the Syrian border into Jordan on or around August 4. Sabra is part of the U.S.-based MAS (Muslim American Society) Immigrant Justice Center, which has filed more than 200 applications for humanitarian visas for victims of the war in Syria, she said.

“We were fortunate to assist 23 women and young girls across the Syrian border. Most of these females had been beaten and raped. Age was not a factor. The eldest was over 50 and the youngest was only 8 years old. 

“There was still blood on her legs. She was found and brought to the border before having the opportunity of changing her torn clothes or washing the blood from the bottom portion of her body. It was impossible to not notice that she was still in pain and that her injuries remained raw. I asked her would she like a sheet. I changed my seat in the van we road in on our way to Jordan and placed the white sheet across the little girl. I tried to hold back my tears as the sheet became stained from the blood dripping down her small legs. I not only saw her pain but I could see her sadness was heavier than any fear she might have.” 

Sabra told WMC’s Women Under Siege that a doctor’s exam confirmed that the girl had been raped, and that the perpetrator, according to the women who accompanied the girl, was a shabiha (plainclothes militia) member. The attack allegedly occurred somewhere near Al Suwayda, in southern Syria, in the month of Ramadan, which was from July 20 to August 18, 2012.

“Although she survived, in my own emotional distress, I wondered if it would have been better for this small defenseless girl if she had not lived. What does a world hold for a hopeless human being that has lost everything, including the rights over her own body. This life cannot possibly give her more than it has taken. This obvious display in inhumanity does not make living worthwhile. She will be destined to live in a world in which her mother and sisters did not survive the assault of their attackers.  I kept thinking, is there a point to this kind of survival?”

The exact date of the reported rape is unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers, and aid workers, WMC’s Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:25:26.552324,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Syria'}, 'coords': [36.568892, 32.673351]}",QUH0F8ZsR_CvHQfEviDxoA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-04T01:43:00.000Z,34369-126,ushahidi,Shabiha reportedly rapes 8-year-old near Al-Suwayda,"[{'name': '3SF. Forced vaginal, anal, or oral entry (by shabiha forces)', 'confidence': 1}, {'name': '6H. Other consequences of sexualized violence', 'confidence': 1}]",2014-05-09 19:28:36.582376,Syria,,,,Syria,,,"{'adminArea1': 'Syria', 'formattedAddress': 'Syria'}","[36.568892, 32.673351]",32.673351,36.568892,"3SF. Forced vaginal, anal, or oral entry (by shabiha forces)",6H. Other consequences of sexualized violence,,en
2014-05-09 19:28:37.975572,"Aishi Zidan, a journalist with the Finnish newspaper Helsingin Sanomat, told WMC’s Women Under Siege that on August 2 she spoke with a family in Turkey outside the Kilis refugee camp at the Turkey-Syria border who told her about the rape and death of their neighbor.

Zidan said that a mother and her two daughters said their neighbor—who was 17 or 18 years old—in Latakia was recently arrested after participating in a demonstration. She was held for two weeks in an unidentified government detention center, according to the family, where she was tortured and raped repeatedly. After she was freed, the family said, she went to her parents house and threw herself from their balcony and died.

The dates of the reported rapes are unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers, and aid workers, Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:25:28.839337,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Latakia, Syria', 'adminArea5': 'Latakia'}, 'coords': [35.7924, 35.52145]}",2CzJ7rPqRKmdB1MzCBLWsw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-02T16:52:00.000Z,34369-102,ushahidi,Teen reportedly commits suicide in Latakia after being raped in detention,"[{'name': '3GF. Forced vaginal, anal, or oral entry (by government forces)', 'confidence': 1}, {'name': '6G. Death with signs of sexualized violence', 'confidence': 1}]",2014-05-09 19:28:37.975572,Syria,,,Latakia,"Latakia, Syria",,,"{'adminArea1': 'Syria', 'formattedAddress': 'Latakia, Syria', 'adminArea5': 'Latakia'}","[35.7924, 35.52145]",35.52145,35.7924,"3GF. Forced vaginal, anal, or oral entry (by government forces)",6G. Death with signs of sexualized violence,,en
2014-05-09 19:28:28.589044,"Milk (regular), 1 liter	 1.33 $",2014-05-04T05:23:45.876222,,"{'addressComponents': {'adminArea3': 'Qaraghandy', 'adminArea1': 'Kazakhstan', 'formattedAddress': 'Ulytauskiy rayon, Kazakhstan', 'adminArea5': 'Ulytauskiy rayon'}, 'coords': [66.923684, 48.019573]}",SzCtYT1ASpS5RpkKGASK9A,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-02T13:50:00.000Z,26210-559,ushahidi,Milk in Kazakhstan,"[{'name': 'Cost of Milk & Dairy Products', 'confidence': 1}]",2014-05-09 19:28:28.589044,Kazakhstan,Qaraghandy,,Ulytauskiy rayon,"Ulytauskiy rayon, Kazakhstan",,,"{'adminArea3': 'Qaraghandy', 'adminArea1': 'Kazakhstan', 'formattedAddress': 'Ulytauskiy rayon, Kazakhstan', 'adminArea5': 'Ulytauskiy rayon'}","[66.923684, 48.019573]",48.019573,66.923684,Cost of Milk & Dairy Products,,,en
2014-05-09 19:07:30.139976,"Blackouts that left half of India’s population without electricity show power networks are vulnerable, New Zealand and U.S. regulators said.

A series of failures and excessive demand on the national grid knocked out power for 640 million people in northern and central India on July 31, a day after a separate blackout left 360 million in seven states without lights. A three-member committee appointed by India’s government is investigating.

“Blackouts like that and cascading failures can occur and we have seen them occur in other countries,” Carl Hansen, chief executive of New Zealand’s Electricity Authority, said in an interview. “It is something that is constantly on the mind of grid planners.”",2014-05-04T04:46:27.689195,,"{'addressComponents': {'adminArea3': 'Maharashtra', 'adminArea1': 'India', 'adminArea4': 'Wardha', 'formattedAddress': 'Samudrapur, MH, India', 'adminArea5': 'Samudrapur'}, 'coords': [78.96288, 20.593684]}",sVO_VV0OQOe7uhbDpoh5jA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-02T00:35:00.000Z,15974-976,ushahidi,"India Blackout Underscores Grid Vulnerabilities, Regulators Say","[{'name': 'Energy Crisis', 'confidence': 1}]",2014-05-09 19:07:30.139976,India,Maharashtra,Wardha,Samudrapur,"Samudrapur, MH, India",,,"{'adminArea3': 'Maharashtra', 'adminArea1': 'India', 'adminArea4': 'Wardha', 'formattedAddress': 'Samudrapur, MH, India', 'adminArea5': 'Samudrapur'}","[78.96288, 20.593684]",20.593684,78.96288,Energy Crisis,,,en
2014-05-09 19:28:38.490306,"The Assistance Coordination Unit, a Turkey-based group documenting human rights abuses, documented the rape and torture of a 12-year-old boy from Douma, a Damascus suburb. The young boy was with his father on a cattle farm when regime forces detained them both. They were taken to the Air Force Intelligence base in Mezzeh (Damascus), according to the ACU, which interviewed the boy. The youth was detained for six months and was released February 2012; the father is still being held. 

According to ACU’s documentation, the young boy was raped and tortured sexually. One form of torture involved hanging bags of water from his testicles, he said. Torture marks were visible, including cigarette burns on his arms and body, the ACU reported. The young boy stated that he was also used as a slave to cook, clean floors, and distribute food to other prisoners, including female prisoners. He reported that other children were also used as slaves.
 
Originally, the youth was held in a solitary confinement cell with another child. He was then moved to another cell with other children who were also used as slaves. Other cellmates included two 16-year-old boys from Douma, who were alleged to be fighters in a particular Free Syrian Army brigade. The 12-year-boy was also accused of being a leader of the brigade. None of the boys were part of any brigade, ACU said; additionally, the particular brigade did not even exist at the time of their detention, the group said. It is unclear whether the two 16-year-old boys were raped or sexually abused during their detention.

The 12-year-old boy, in addition to having physical scars, suffers from post-traumatic stress and psychological issues, ACU said. He refuses to see a psychiatrist despite offers of help. 

Because Syrian government officials currently refuse to allow access to journalists, researchers, and aid workers, WMC’s Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:25:44.722980,,"{'addressComponents': {'streetAddress': 'Highway', 'adminArea1': 'Syria', 'formattedAddress': 'Highway, Syria'}, 'coords': [36.258333, 33.503056]}",s4Kd-ScCSuiXG27Vf2eapA,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-01T20:32:00.000Z,34369-227,ushahidi,12-year-old boy raped and sexually tortured at Air Force Intelligence in Damascus,"[{'name': '8-2GF. Sexualized violence of males without penetration (by government forces)', 'confidence': 1}, {'name': '8-3GF. Forced anal or oral entry of males (by government forces)', 'confidence': 1}, {'name': '8-7. Consequences for male victims of sexualized violence', 'confidence': 1}]",2014-05-09 19:28:38.490306,Syria,,,,"Highway, Syria",,Highway,"{'streetAddress': 'Highway', 'adminArea1': 'Syria', 'formattedAddress': 'Highway, Syria'}","[36.258333, 33.503056]",33.503056,36.258333,8-2GF. Sexualized violence of males without penetration (by government forces),8-3GF. Forced anal or oral entry of males (by government forces),8-7. Consequences for male victims of sexualized violence,en
2014-05-09 19:28:28.668778,Rice (1kg)	 1.79 $,2014-05-04T05:23:53.941115,,"{'addressComponents': {'adminArea3': 'Qaraghandy', 'adminArea1': 'Kazakhstan', 'formattedAddress': 'Ulytauskiy rayon, Kazakhstan', 'adminArea5': 'Ulytauskiy rayon'}, 'coords': [66.923684, 48.019573]}",rFZonPGmSqGwzFwb03UfMw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-01T13:49:00.000Z,26210-558,ushahidi,Rice in Kazakhstan,"[{'name': 'Cost of Grains', 'confidence': 1}]",2014-05-09 19:28:28.668778,Kazakhstan,Qaraghandy,,Ulytauskiy rayon,"Ulytauskiy rayon, Kazakhstan",,,"{'adminArea3': 'Qaraghandy', 'adminArea1': 'Kazakhstan', 'formattedAddress': 'Ulytauskiy rayon, Kazakhstan', 'adminArea5': 'Ulytauskiy rayon'}","[66.923684, 48.019573]",48.019573,66.923684,Cost of Grains,,,en
2014-05-09 19:28:28.510666,"Chicken Breasts (Boneless, Skinless), (1kg)	 5.10 $",2014-05-04T05:23:51.641948,,"{'addressComponents': {'adminArea3': 'Qaraghandy', 'adminArea1': 'Kazakhstan', 'formattedAddress': 'Ulytauskiy rayon, Kazakhstan', 'adminArea5': 'Ulytauskiy rayon'}, 'coords': [66.923684, 48.019573]}",2OlZgPppSRylYDiNyjd2sQ,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-01T13:47:00.000Z,26210-557,ushahidi,Chicken Breasts in Kazakhstan,"[{'name': 'Cost of Chicken', 'confidence': 1}]",2014-05-09 19:28:28.510666,Kazakhstan,Qaraghandy,,Ulytauskiy rayon,"Ulytauskiy rayon, Kazakhstan",,,"{'adminArea3': 'Qaraghandy', 'adminArea1': 'Kazakhstan', 'formattedAddress': 'Ulytauskiy rayon, Kazakhstan', 'adminArea5': 'Ulytauskiy rayon'}","[66.923684, 48.019573]",48.019573,66.923684,Cost of Chicken,,,en
2014-05-09 19:28:38.920836,"The United Nations Human Rights Council’s independent commission of inquiry on Syria released a report on February 5 documenting crimes against humanity committed since September 2011. The investigation’s findings include numerous cases of rape, sexualized violence, and sexualized torture.

The UN report finds that sexualized violence has often been perpetrated against civilians at checkpoints, by both government and government-affiliated militia. One interviewee said that his neighbor had been detained by shabiha members at a checkpoint in Latakia. The interviewee had paid ransom on the man's behalf. When he saw his neighbor, the interviewee noticed ""marks of beatings"" on the man's back, and asked how he had been treated. The man who had been detained began to cry. The interviewee was informed by his neighbor's brother that, during his detention, the man had been raped.

The date and exact location of the reported rape is unknown. Because Syrian government officials currently refuse to allow access to journalists, researchers, and aid workers, WMC's Women Under Siege cannot independently verify this report of sexualized violence in Syria.",2014-05-04T05:25:45.875037,,"{'addressComponents': {'adminArea1': 'Syria', 'formattedAddress': 'Latakia, Syria', 'adminArea5': 'Latakia'}, 'coords': [35.7924, 35.52145]}",rr0Ics6rRkCYc3yMvMIwKw,"{'name': 'English', 'nativeName': 'English', 'code': 'en'}",unknown,temporary,2012-08-01T12:00:00.000Z,34369-165,ushahidi,UN: Shabiha forces allegedly raped man detained at Latakia checkpoint,"[{'name': '3SF. Forced vaginal, anal, or oral entry (by shabiha forces)', 'confidence': 1}, {'name': '8-3SF. Forced anal or oral entry of males (by shabiha forces)', 'confidence': 1}, {'name': '8-7. Consequences for male victims of sexualized violence', 'confidence': 1}]",2014-05-09 19:28:38.920836,Syria,,,Latakia,"Latakia, Syria",,,"{'adminArea1': 'Syria', 'formattedAddress': 'Latakia, Syria', 'adminArea5': 'Latakia'}","[35.7924, 35.52145]",35.52145,35.7924,"3SF. Forced vaginal, anal, or oral entry (by shabiha forces)",8-3SF. Forced anal or oral entry of males (by shabiha forces),8-7. Consequences for male victims of sexualized violence,en
