,title,url,geo,comments_name,comments_text
211,South  ,http://www.mountainproject.com/v/south/105744252,"39.9611, -105.289","['Pinklebear', 'Peter Beal', 'Pinklebear', 'Pinklebear', 'Pinklebear', 'Pinklebear', 'Pinklebear', 'Pinklebear', 'Pinklebear', 'Pinklebear', 'Pinklebear', 'Leo Paik', 'Flatirons Climbing Council', 'Flatirons Climbing Council']","[""\nJune 2010 new-route application through the Flatirons Climbing Council's Fixed Hardware Review Committee: flatironsclimbingcouncil.wordp...  Please click on the above link to submit comments on the proposed climb. The deadline closes June 15; this is the only route submitted this cycle. There will be a public meeting held June 23, Wednesday, at 7:30 p.m. at The Spot gym, Boulder.\n\n"", '\nThis pitch is simply too long. A line must be drawn somewhere. :)\n\n', '\nTrue that! But you can stand on a little perch at 50 feet and catch your breath....\n\n', '\nThe Fixed Hardware Review Committee of the Flatirons Climbing Council will hold its public meeting Wednesday, October 20, at 6 p.m. at The Spot gym, Boulder, Colorado, to discuss and vote on applications for the autumn 2010 cycle. Anyone interested is invited to come participate and cast votes for the three proposals, which can be found here: flatironsclimbingcouncil.wordp...\n\n', '\nThe Fixed Hardware Review Committee of the Flatirons Climbing Council will hold its public meeting Wednesday, July 6, at 7 p.m. at The Spot Gym, Boulder, Colorado, to discuss and vote on applications for the June 2011 cycle. Anyone interested is invited to come participate and cast votes for the three proposals (two of which are on the Slab), which can be found here: flatironsclimbingcouncil.wordp.... You can also leave comments on the proposed applications at the above link.\n\n', '\nAs of today, July 24, the fire-closure boundaries have been moved west from the Mesa Trail, allowing access to many of the formations formerly affected by the Flagstaff Fire closure. More info and an updated closure map here from OSMP: bouldercolorado.gov/index.php?...  A reminder to everyone to stay well clear of the closure and burn areas as you head back in to climb. Enjoy!\n\n', '\nThere is an application for a new climb on the south side of the Maiden, our only application for the August 2012 cycle of the Fixed Hardware Review Committee of the Flatirons Climbing Council. Details can be found at the link below; the public meeting and vote will be held Wednesday, September 5 at 6:30 p.m. at The Spot gym (thespotgym.com), Boulder, Colorado. The deadline for the next cycle is January 1, 2013, though applications should be submitted in advance if possible.  flatironsclimbingcouncil.wordp...\n\n', '\nPlease note that the application for the Hueco Wall, south face of the Maiden, has been updated to include a possible third pitch, which would have been brought up at the public meeting in any case. You can still view and comment on the application at flatironsclimbingcouncil.wordp...  The public vote and meeting is September 5, 6:30 p.m. at The Spot gym in Boulder, Colorado.\n\n', '\nThere is an application for a new climb on the south face of Seal Rock, the first application for the autumn 2012 cycle of the Fixed Hardware Review Committee of the Flatirons Climbing Council (www.flatironsclimbing.com). Details can be found at the link below; the public meeting and vote will be held some time early next year, details to be announced. This cycle closes January 1, 2013, though applications should be submitted well in advance.   The application can be found at: flatironsclimbingcouncil.wordp...\n\n', ""\nA second application has been submitted for the Autumn 2012 cycle of the Flatirons Climbing Council's Fixed Hardware Review Committee, this one for the west face of Overhang Rock. Please visit  flatironsclimbingcouncil.wordp... to view the application in full, as well as comment on it. The public meeting and vote will be held 6:30 p.m. Wednesday January 16 at The Spot gym, Boulder, Colorado.\n\n"", '\nThere is an application for a second proposed new climb on the south face of Seal Rock, the final application for the autumn 2012 cycle of the Fixed Hardware Review Committee of the Flatirons Climbing Council (www.flatironsclimbing.com), which closes January 1, 2013. Details can be found at the link below.The public meeting and vote will be held 6:30 p.m. Wednesday January 16 at The Spot gym, Boulder, Colorado.  The application for this route, American Nouveau, can be found at:  flatironsclimbingcouncil.wordp...\n\n', '\nMallory Cave, Harmon Cave, and Seal View Cave are permanently closed to human use to reduce the chance of introducing white-nose syndrome.\n\n', ""\nOne application has been submitted for the current cycle of the Flatirons Climbing Council's Fixed Hardware Review Committee application process: on the west face of Overhang Rock.   You can visit flatironsclimbingcouncil.wordp... to view it; please post comments below the application or submit them via email to fhrc@flatironsclimbing.org. The public meeting and vote will be held Wednesday, September 18, 6:30 p.m., at The Spot gym in Boulder, Colorado.\n\n"", ""\nOne application has been submitted for the current (January 2014) cycle of the Flatirons Climbing Council's Fixed Hardware Review Committee application process: on the west face of the Goose.  You can visit flatironsclimbingcouncil.wordp... to view it; please post comments below the application or submit them via email to fhrc@flatironsclimbing.org. The public vote and meeting will be held Wednesday, February 5, at 6:30 p.m. at The Spot gym, Boulder, Colorado.\n\n""]"
212,Classy Wall  ,http://www.mountainproject.com/v/classy-wall/105746530,,,
213,Corner Rock  ,http://www.mountainproject.com/v/corner-rock/105746536,,,
214,Hawthorn Block  ,http://www.mountainproject.com/v/hawthorn-block/106936305,,"['Evan S', 'JDro', 'Mark Roth']","[""\nAll my grades here are subjective. The problems may be significantly harder or easier, I really can't tell. Some consensus ratings would be splendid. \n\n"", ""\nNot since the Turd Boulder has Mt. Sandy Ass seen such steep, powerful bouldering. Actually quite a nice handful of problems to do on a sunny, cold winter's day (we were climbing in sweatshirts on a day with a high of 31 degrees).\n\n"", ""\nThis is a fun boulder!  If I lived in North Boulder, I'd climb here a bunch.... Besides the listed problems, there are tons of possible variations.  There are so many interesting holds you could do most of the problems a few different ways (the easiest possible ways were hard enough for me).  A nice easy right to left lip traverse is a good V0 warm-up.  I'm surprised this boulder hasn't seen more attention.  It's sunny,  scenic, and close to town with flat landings and mostly solid rock. \n\n""]"
215,Kamakazi Boulder  ,http://www.mountainproject.com/v/kamakazi-boulder/105974519,,,
216,Lower Fin  ,http://www.mountainproject.com/v/lower-fin/105746137,,['Thegillest'],['\nThe twin fins! Awesome lieback crack to a good top out flake. Definitely a Sanitas classic.\n\n']
217,North Shelf Block  ,http://www.mountainproject.com/v/north-shelf-block/105746134,,"['Biggwave Dave', 'Anonymous Coward', 'Biggwave Dave', 'Anonymous Coward', 'chris v.']","['\nI learned how to climb on Sanitas 15 years ago .The place taught me a lot and proved it could be more difficult w/ a good eye for variations.Such as; the west face of corner rock , check out some crimpy dynos up tp v2.The right side of classy wall ,start w/ a sit down on the arete move up then back down to the start of the dyno,dyno to finish(v2)I put that up in \'92 ""Circle of Power"". The upper boulder has a great low traverse(left to right) that finshes high 15 feet into it on a poor reach to A one finger pocket(v2,Life of Brian , FA Biggwave in \'95. Enjoy!\n\n', ""\nI love how people do a route or problem that has no chalk on it, and then go and claim a first ascent.  Do you honestly believe that these problems that you are claiming as first ascents, were never done before?... in 1992 and '95 at Sanitas of all places?!\n\n"", '\nYes I Do!\n\n', '\nAnybody know the name/location of that fun looking dyno Paul Glover did in Front Range Freaks?\n\n', '\nI will post more pictures of the problems soon\n\n']"
218,Red Rocks (Boulder)  ,http://www.mountainproject.com/v/red-rocks-boulder/105746418,"40.01742, -105.29671","['Anonymous Coward', 'Charles Danforth', 'Evan S', 'Ryan Flynn', 'Ryan Flynn', 'Matt Novinger']","[""\nI'm not 100 % sure, but the last I heard this was private property. Does anyone know for sure?\n\n"", ""\nNope.  Last year's Boulder Open Space & Mountain Parks map (see the link above) lists it very definitely as part of the the Open Space.  There are official trails, an official memorial bench, and assorted signage.  There is a shmancy-looking community directly to the east which may be the private property you're thinking of.  \n\n"", '\nI scramble around up there a lot. There is a wall of more solid stone with some fun bouldering just a little south east of the main rocks. You can see it from the trail, no secret or anything. As far as climbing on the fins themselves, I suppose you could try to top rope some of the bigger faces, but they are pretty featureless and the holds that you will find will rip right off. The way to do it up there is mess around in the slots and chimneys. There are some fun 5.5ish gullies to work your way up, and a few spots of maybe 5.6 face climbing higher up. There are also a couple gnarly squeeze chimneys and a 25 ft semi-offwidth crack I have been tempted to solo many times, but I always chicken out, the landing would be extra bad. Definitely some fun to be had on a lazy day, just beware of the super crumbly and abrasive rock. \n\n', ""\nAnyone know any good routes here, if not I'd like to start some.\n\n"", '\nThe link above for the area map is no good....\n\n', '\nOSMP map is now at bouldercolorado.gov/files/open....\n\n']"
219,Ridge Gap Wall  ,http://www.mountainproject.com/v/ridge-gap-wall/105746533,,['dhillman'],"[""\nThe traverse can be made pretty challenging.  Erosion has exposed a rock ledge that you could stand on, that makes the traverse go at V1-.  If you don't use the lower easy feet, it is more V3-V4.  \n\n""]"
220,Sanitas Proper  ,http://www.mountainproject.com/v/sanitas-proper/106468098,,,
221,South Shelf Block  ,http://www.mountainproject.com/v/south-shelf-block/105746659,,,
222,Turd Boulder aka Leaning Boulder  ,http://www.mountainproject.com/v/turd-boulder-aka-leaning-boulder/105746767,,"['Anonymous Coward', 'Murphymp', 'Joshua Merriam']","['\nThink it might have been ""turd ball uno"". Who knows where that came from ..\n\n', '\nHas any one done the cave line just to the right of the line that is posted?  I think it goes around the same rating or a little harder.\n\n', '\nThe best of Boulder bouldering guide lists this boulder as the ""Leaning"" boulder.\n\n']"
223,Upper Fin  ,http://www.mountainproject.com/v/upper-fin/106140395,,,
224,Bat Cove  ,http://www.mountainproject.com/v/bat-cove/106348830,,,
225,Candle Stick Crag  ,http://www.mountainproject.com/v/candle-stick-crag/106353784,,,
226,The Chamber  ,http://www.mountainproject.com/v/the-chamber/106367962,,,
227,Classic Cliff  ,http://www.mountainproject.com/v/classic-cliff/105831265,,['david goldstein'],"[""\nThe routes on this crag may not be long, but they are continuous. The first 30' of all routes being essentially devoid of easy moves and rests.   A good cliff for those who dis Boulder Canyon for its soft grades.  Some sort of logarithmic grading scale seemed to be in effect here -- the 10d, while hard for a sport climb of that rating in BC, was in the ballpark, the 11bs felt like total sandbags (Jane Eyre brought to mind a harder Conans), while we felt the 11c contained perhaps six moves of that grade separated by harder moves. Maybe, it was just a high gravity day.  But don't let my incompetence stop you from visiting this quality crag.  The left two routes are particularly worthy.\n\n""]"
